age,job,marital,education,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,class
24,blue-collar,single,secondary,1857,yes,no,cellular,oct,147,1,92,5,other,engage
36,technician,married,tertiary,4596,yes,no,cellular,oct,234,2,175,2,success,engage
58,retired,married,primary,565,no,no,telephone,oct,153,1,93,1,success,engage
33,management,single,tertiary,1781,no,no,cellular,oct,611,2,183,1,success,engage
27,admin.,married,secondary,3415,no,no,cellular,oct,266,3,184,1,success,engage
60,admin.,divorced,secondary,12039,no,no,telephone,oct,261,1,187,1,success,engage
56,unemployed,married,secondary,12,no,no,cellular,oct,511,3,187,1,failure,engage
25,technician,single,secondary,139,no,yes,cellular,oct,138,1,-1,0,unknown,engage
21,student,single,secondary,2488,no,no,cellular,oct,180,1,-1,0,unknown,engage
73,retired,divorced,secondary,7111,yes,no,cellular,oct,146,1,-1,0,unknown,engage
67,management,divorced,tertiary,361,no,no,cellular,oct,411,2,-1,0,unknown,engage
51,entrepreneur,divorced,tertiary,2109,no,no,cellular,oct,79,2,-1,0,unknown,engage
48,management,married,tertiary,1093,yes,yes,cellular,oct,1226,2,-1,0,unknown,engage
35,management,single,tertiary,2646,no,no,cellular,oct,221,1,182,1,success,engage
61,self-employed,divorced,tertiary,6,yes,no,cellular,oct,210,1,182,2,success,engage
35,technician,single,tertiary,670,no,no,cellular,oct,301,2,-1,0,unknown,engage
36,admin.,divorced,secondary,592,no,no,cellular,oct,204,2,99,5,failure,engage
83,retired,single,primary,1965,no,no,telephone,oct,1003,3,-1,0,unknown,engage
50,management,married,primary,313,no,no,telephone,oct,958,1,-1,0,unknown,engage
66,housemaid,married,primary,40,no,no,telephone,oct,290,2,-1,0,unknown,engage
58,technician,married,primary,4198,no,no,cellular,oct,441,5,246,5,failure,engage
30,management,single,tertiary,536,no,no,cellular,oct,244,1,105,1,success,engage
54,blue-collar,married,primary,1311,no,no,telephone,oct,485,3,184,3,failure,engage
26,admin.,single,secondary,766,no,no,cellular,oct,457,2,-1,0,unknown,engage
43,services,married,primary,2557,yes,no,telephone,oct,166,3,183,5,success,engage
40,unemployed,single,tertiary,79,no,no,cellular,oct,570,1,135,1,failure,engage
57,management,married,tertiary,1318,no,no,cellular,oct,115,1,185,2,failure,engage
75,retired,married,secondary,3771,no,no,telephone,oct,186,1,183,1,failure,engage
77,retired,married,tertiary,0,no,no,cellular,oct,847,1,60,1,success,engage
31,management,married,tertiary,6138,no,no,cellular,oct,154,2,119,5,failure,engage
22,services,single,secondary,129,no,no,cellular,oct,258,1,-1,0,unknown,engage
50,management,married,tertiary,469,no,no,cellular,oct,170,1,183,1,success,engage
27,management,married,tertiary,893,no,no,cellular,oct,154,2,-1,0,unknown,engage
73,retired,married,unknown,519,no,no,telephone,oct,434,1,57,1,failure,engage
37,services,married,secondary,4017,no,no,cellular,oct,156,1,-1,0,unknown,engage
44,technician,single,tertiary,643,no,no,cellular,oct,324,1,143,3,failure,engage
40,technician,married,secondary,2338,no,no,cellular,oct,717,2,-1,0,unknown,engage
61,management,married,tertiary,0,no,no,cellular,oct,136,2,-1,0,unknown,engage
61,technician,divorced,secondary,6481,no,no,cellular,oct,131,1,-1,0,unknown,engage
47,blue-collar,married,secondary,820,no,no,cellular,oct,98,1,-1,0,unknown,engage
47,services,single,unknown,1784,no,no,cellular,oct,385,2,-1,0,unknown,engage
76,housemaid,divorced,primary,1411,no,no,telephone,oct,233,2,187,3,success,engage
30,student,single,tertiary,7529,no,no,cellular,oct,328,1,-1,0,unknown,engage
39,technician,married,tertiary,206,no,no,cellular,oct,148,2,195,2,success,engage
72,retired,married,primary,1388,no,no,telephone,oct,513,1,-1,0,unknown,engage
77,retired,married,unknown,1807,no,no,telephone,oct,373,1,-1,0,unknown,engage
36,technician,married,secondary,480,no,no,cellular,oct,213,1,-1,0,unknown,engage
65,retired,married,secondary,571,yes,no,cellular,oct,349,1,183,2,success,engage
54,technician,married,secondary,3994,no,yes,cellular,oct,595,2,187,2,success,engage
46,admin.,single,secondary,1693,yes,no,cellular,oct,427,1,-1,0,unknown,engage
28,management,single,tertiary,80,no,no,cellular,oct,676,2,146,2,failure,engage
61,management,married,tertiary,267,no,no,cellular,oct,192,3,184,1,success,engage
53,housemaid,married,primary,2581,no,no,cellular,oct,828,1,189,1,failure,engage
27,student,single,tertiary,1134,no,no,cellular,oct,825,1,183,4,success,engage
55,unemployed,divorced,secondary,309,no,no,cellular,oct,467,2,184,1,success,engage
33,management,single,tertiary,6807,no,no,cellular,oct,512,2,184,1,success,engage
87,retired,divorced,primary,6746,no,no,telephone,oct,749,1,-1,0,unknown,engage
57,management,married,tertiary,375,no,no,cellular,oct,135,1,-1,0,unknown,engage
33,self-employed,single,tertiary,658,yes,no,cellular,oct,307,1,208,1,success,engage
51,technician,married,secondary,371,yes,yes,cellular,oct,287,1,-1,0,unknown,engage
76,retired,divorced,primary,2693,no,no,cellular,oct,107,2,-1,0,unknown,engage
19,student,single,secondary,329,no,no,cellular,oct,252,2,-1,0,unknown,engage
33,admin.,married,tertiary,79,yes,no,cellular,oct,249,2,335,2,failure,engage
55,management,divorced,tertiary,0,no,no,cellular,oct,360,5,-1,0,unknown,engage
31,blue-collar,single,unknown,6281,no,no,cellular,oct,257,1,128,3,other,engage
92,retired,married,unknown,775,no,no,cellular,oct,313,3,-1,0,unknown,engage
30,technician,single,tertiary,411,no,no,cellular,oct,127,3,149,2,failure,engage
68,retired,single,tertiary,2144,no,no,cellular,oct,277,1,184,2,success,engage
41,technician,single,tertiary,431,no,no,cellular,oct,133,1,107,2,success,engage
29,self-employed,married,secondary,123,no,yes,cellular,oct,247,1,184,3,success,engage
27,blue-collar,single,secondary,3792,no,no,cellular,oct,504,1,183,2,success,engage
78,retired,married,unknown,4807,no,no,telephone,oct,1002,4,-1,0,unknown,engage
82,retired,married,primary,8603,no,no,cellular,oct,306,3,107,1,success,engage
29,technician,single,tertiary,2178,no,no,cellular,oct,260,2,139,1,other,engage
76,retired,married,tertiary,2991,no,no,cellular,oct,344,1,183,1,success,engage
38,management,married,tertiary,4174,no,no,cellular,oct,336,2,184,5,failure,engage
60,technician,married,secondary,10925,no,no,cellular,oct,270,3,185,1,success,engage
33,services,divorced,secondary,2411,yes,no,cellular,oct,130,1,161,1,failure,engage
43,blue-collar,married,secondary,14646,no,no,cellular,oct,210,1,-1,0,unknown,engage
61,retired,married,secondary,86,no,no,cellular,oct,149,1,-1,0,unknown,engage
43,technician,single,unknown,11115,no,no,cellular,oct,476,1,74,2,success,engage
57,management,married,primary,6900,no,no,cellular,oct,255,4,185,2,failure,engage
33,management,married,tertiary,5878,no,no,cellular,oct,438,1,430,2,failure,engage
77,management,married,unknown,1780,yes,no,cellular,oct,221,2,183,3,success,engage
35,technician,single,secondary,183,no,no,cellular,oct,281,1,52,4,failure,engage
59,retired,married,primary,3648,no,no,telephone,oct,257,2,126,3,success,engage
76,retired,married,secondary,4112,no,no,telephone,oct,282,2,-1,0,unknown,engage
73,retired,married,primary,542,no,no,cellular,oct,355,1,180,5,failure,engage
81,retired,married,primary,243,no,no,cellular,oct,131,1,-1,0,unknown,engage
41,unknown,single,unknown,942,no,no,cellular,oct,143,1,188,1,success,engage
57,technician,married,secondary,254,no,no,cellular,oct,207,1,-1,0,unknown,engage
28,technician,single,unknown,0,yes,no,cellular,oct,96,1,267,1,failure,engage
38,blue-collar,single,secondary,0,no,no,cellular,oct,297,1,75,3,failure,engage
52,services,married,secondary,992,yes,no,cellular,oct,424,1,515,1,failure,engage
22,student,single,secondary,23,no,no,cellular,oct,137,1,-1,0,unknown,engage
53,unknown,married,primary,732,no,no,cellular,oct,759,2,-1,0,unknown,engage
60,admin.,married,unknown,4629,yes,no,cellular,oct,624,1,-1,0,unknown,engage
56,management,married,secondary,0,no,no,cellular,oct,298,1,111,8,other,engage
38,housemaid,divorced,secondary,70,no,no,cellular,oct,255,3,148,1,success,engage
44,management,single,tertiary,5063,no,no,cellular,oct,418,2,-1,0,unknown,engage
69,retired,divorced,secondary,4572,no,no,telephone,oct,146,2,56,1,other,engage
36,student,single,tertiary,129,no,no,cellular,oct,149,1,-1,0,unknown,engage
75,self-employed,married,unknown,4984,no,no,telephone,oct,509,1,-1,0,unknown,engage
65,retired,married,primary,1004,no,no,cellular,oct,371,1,-1,0,unknown,engage
64,retired,married,secondary,4787,no,no,cellular,oct,501,1,-1,0,unknown,engage
30,admin.,single,secondary,914,yes,no,cellular,oct,524,3,272,1,failure,engage
57,housemaid,married,tertiary,2326,no,no,cellular,oct,207,1,194,1,success,engage
31,management,married,tertiary,81,yes,no,cellular,oct,164,2,-1,0,unknown,engage
36,management,married,tertiary,203,no,no,cellular,oct,139,1,-1,0,unknown,engage
64,management,married,tertiary,3951,no,no,cellular,oct,164,1,-1,0,unknown,engage
54,technician,married,unknown,240,yes,no,cellular,oct,142,1,-1,0,unknown,engage
26,admin.,single,secondary,338,no,no,cellular,oct,209,1,188,2,unknown,engage
51,self-employed,single,secondary,0,no,no,cellular,oct,1707,2,-1,0,unknown,engage
72,retired,married,secondary,0,no,no,cellular,oct,189,3,-1,0,unknown,engage
30,management,married,tertiary,944,no,no,cellular,oct,251,2,-1,0,unknown,engage
60,blue-collar,married,primary,5,no,no,cellular,oct,401,1,-1,0,unknown,engage
30,management,single,tertiary,697,no,no,cellular,oct,215,3,80,5,success,engage
66,retired,married,tertiary,1948,no,no,cellular,oct,106,2,269,2,failure,engage
50,technician,married,secondary,3654,no,no,cellular,oct,215,2,78,2,other,engage
47,management,single,tertiary,551,no,no,cellular,oct,124,1,-1,0,unknown,engage
80,retired,married,primary,997,no,no,cellular,oct,746,2,86,1,other,engage
61,management,married,tertiary,477,yes,no,cellular,oct,377,1,520,1,other,engage
47,management,married,tertiary,3663,no,no,cellular,oct,424,2,213,3,success,engage
30,technician,single,secondary,853,no,no,cellular,oct,279,1,148,1,failure,engage
21,student,single,primary,8278,no,no,cellular,oct,445,1,-1,0,unknown,engage
62,management,married,tertiary,7458,no,no,cellular,oct,212,2,-1,0,unknown,engage
26,technician,single,secondary,44,no,no,cellular,oct,217,1,-1,0,unknown,engage
36,blue-collar,married,secondary,1193,no,no,cellular,oct,640,1,-1,0,unknown,engage
87,retired,married,primary,230,no,no,cellular,oct,144,1,-1,0,unknown,engage
61,retired,married,primary,8729,no,no,cellular,oct,480,1,-1,0,unknown,engage
70,retired,married,secondary,2384,no,no,cellular,oct,196,2,-1,0,unknown,engage
60,management,married,tertiary,3401,no,no,cellular,oct,294,1,270,1,failure,engage
41,services,married,tertiary,881,no,no,cellular,oct,257,3,-1,0,unknown,engage
22,student,single,secondary,1522,no,no,cellular,oct,368,2,-1,0,unknown,engage
60,retired,divorced,secondary,4243,no,no,cellular,oct,416,2,-1,0,unknown,engage
54,technician,married,secondary,473,no,yes,cellular,nov,182,1,81,1,failure,engage
35,self-employed,single,tertiary,5462,no,no,cellular,nov,188,1,186,1,success,engage
59,management,married,secondary,4412,no,no,cellular,nov,162,2,-1,0,unknown,engage
29,student,single,unknown,10332,no,no,cellular,nov,46,3,-1,0,unknown,engage
48,management,married,secondary,0,yes,yes,cellular,nov,1233,1,351,2,failure,engage
37,management,married,tertiary,238,no,no,cellular,nov,149,1,-1,0,unknown,engage
36,management,single,tertiary,62,yes,no,cellular,nov,566,1,182,7,failure,engage
52,admin.,single,secondary,2398,yes,no,cellular,nov,412,1,-1,0,unknown,engage
67,retired,divorced,secondary,704,no,no,cellular,nov,537,1,-1,0,unknown,engage
36,self-employed,married,tertiary,506,no,no,cellular,nov,217,1,70,2,failure,engage
64,management,married,unknown,2352,no,no,cellular,nov,181,4,183,7,success,engage
29,technician,single,secondary,938,no,no,cellular,nov,358,1,-1,0,unknown,engage
27,management,single,tertiary,1720,no,no,cellular,nov,284,2,273,1,failure,engage
76,retired,married,primary,1492,no,no,telephone,nov,383,1,-1,0,unknown,engage
34,management,married,tertiary,1778,no,no,cellular,nov,358,1,162,2,failure,engage
54,technician,married,secondary,0,no,no,cellular,nov,464,5,192,8,other,engage
67,retired,married,primary,942,no,no,cellular,nov,455,2,84,2,other,engage
24,technician,married,secondary,556,yes,no,cellular,nov,368,2,80,2,success,engage
53,admin.,married,secondary,10541,no,no,cellular,nov,178,1,-1,0,unknown,engage
33,student,married,secondary,1536,no,no,cellular,nov,262,1,94,2,success,engage
24,student,single,tertiary,235,no,no,cellular,nov,118,1,-1,0,unknown,engage
32,management,single,tertiary,935,no,no,cellular,nov,165,1,91,7,success,engage
60,self-employed,married,tertiary,10861,no,no,cellular,nov,98,1,91,2,failure,engage
64,entrepreneur,married,tertiary,2331,no,no,telephone,nov,201,1,-1,0,unknown,engage
35,management,single,tertiary,1228,no,no,cellular,nov,696,2,88,12,failure,engage
24,student,single,secondary,125,no,no,cellular,nov,263,1,90,1,failure,engage
42,management,married,tertiary,2816,no,no,cellular,nov,193,2,-1,0,unknown,engage
40,management,married,tertiary,0,no,no,cellular,nov,147,1,96,8,success,engage
33,management,married,tertiary,22867,yes,no,cellular,nov,266,2,92,3,failure,engage
71,housemaid,divorced,primary,1311,no,no,cellular,nov,301,2,91,1,success,engage
52,unemployed,married,secondary,94,no,no,cellular,nov,293,3,190,10,failure,engage
47,admin.,married,secondary,0,no,no,cellular,nov,213,1,190,1,other,engage
49,management,married,primary,3371,no,no,cellular,nov,269,2,-1,0,unknown,engage
26,management,single,tertiary,943,no,no,cellular,nov,166,1,195,1,success,engage
40,management,married,tertiary,9366,no,no,cellular,nov,69,3,-1,0,unknown,engage
32,technician,single,tertiary,6746,no,no,cellular,nov,199,1,-1,0,unknown,engage
33,services,married,secondary,1076,no,no,cellular,nov,131,1,96,5,failure,engage
35,management,married,tertiary,0,yes,no,cellular,nov,229,2,96,3,success,engage
53,management,married,tertiary,1624,no,no,cellular,nov,166,3,97,7,success,engage
20,student,single,unknown,801,no,no,cellular,nov,244,2,-1,0,unknown,engage
44,self-employed,divorced,tertiary,1070,yes,no,cellular,nov,172,1,91,5,success,engage
21,student,single,secondary,123,no,no,telephone,nov,513,1,91,1,success,engage
36,blue-collar,single,secondary,3623,no,no,unknown,nov,71,1,378,1,success,engage
31,management,single,tertiary,533,no,no,cellular,nov,90,3,93,6,success,engage
42,technician,married,secondary,994,yes,no,cellular,nov,227,3,93,6,success,engage
33,services,married,secondary,386,no,no,cellular,nov,253,1,92,4,failure,engage
29,management,single,tertiary,1026,no,no,cellular,nov,226,1,92,1,other,engage
30,unemployed,single,secondary,2424,no,no,cellular,nov,110,1,279,1,failure,engage
32,management,married,tertiary,1331,no,no,cellular,nov,126,1,92,5,failure,engage
54,unknown,married,secondary,2206,no,no,cellular,nov,104,1,99,2,other,engage
82,retired,divorced,tertiary,0,no,no,telephone,nov,226,1,-1,0,unknown,engage
47,management,married,tertiary,4693,no,yes,cellular,nov,89,1,97,3,success,engage
48,blue-collar,married,secondary,1230,yes,no,cellular,nov,169,1,196,2,success,engage
77,retired,divorced,secondary,3417,no,no,cellular,nov,134,1,-1,0,unknown,engage
38,admin.,married,secondary,1767,yes,no,cellular,nov,893,7,-1,0,unknown,engage
27,student,single,tertiary,5291,no,no,cellular,nov,192,2,92,2,failure,engage
43,services,single,secondary,3403,yes,no,cellular,nov,707,2,97,2,success,engage
33,technician,married,secondary,133,no,no,cellular,nov,627,2,192,1,success,engage
27,admin.,single,secondary,4745,no,no,telephone,nov,411,4,192,1,other,engage
76,retired,married,primary,3324,no,no,cellular,nov,122,1,92,3,success,engage
81,retired,married,primary,5220,no,no,telephone,nov,135,1,94,2,other,engage
71,retired,married,primary,2600,no,no,cellular,nov,186,2,98,1,success,engage
39,admin.,married,secondary,260,yes,no,cellular,nov,226,1,94,4,success,engage
18,student,single,primary,608,no,no,cellular,nov,210,1,93,1,success,engage
58,services,divorced,secondary,462,no,no,cellular,nov,495,1,93,1,success,engage
44,technician,divorced,secondary,14,no,no,cellular,nov,167,1,92,1,success,engage
67,retired,married,secondary,1146,no,no,cellular,nov,259,1,92,2,failure,engage
31,services,single,secondary,181,no,no,cellular,nov,239,2,93,2,success,engage
61,retired,married,secondary,3114,no,no,cellular,nov,381,1,-1,0,unknown,engage
36,technician,single,secondary,376,no,no,cellular,nov,193,1,92,1,success,engage
56,retired,married,primary,9367,no,no,telephone,nov,271,2,92,4,success,engage
24,student,single,secondary,382,no,no,cellular,nov,256,2,92,3,failure,engage
33,admin.,married,secondary,920,no,no,cellular,nov,130,1,95,2,failure,engage
34,blue-collar,single,unknown,129,yes,yes,cellular,nov,295,1,200,2,success,engage
58,admin.,married,secondary,169,no,no,cellular,nov,301,1,94,3,failure,engage
64,retired,married,unknown,679,no,no,telephone,nov,167,1,-1,0,unknown,engage
27,blue-collar,single,secondary,535,no,no,cellular,nov,183,1,94,1,success,engage
63,management,married,tertiary,3115,no,no,cellular,nov,432,5,-1,0,unknown,engage
23,student,single,secondary,1234,no,no,cellular,nov,250,1,-1,0,unknown,engage
37,technician,single,tertiary,197,no,no,cellular,nov,175,1,200,1,success,engage
43,management,married,tertiary,3186,no,no,cellular,nov,380,1,88,1,failure,engage
35,technician,married,tertiary,3160,yes,no,cellular,nov,445,2,95,1,failure,engage
33,blue-collar,married,primary,195,no,no,cellular,nov,984,5,-1,0,unknown,engage
75,retired,married,tertiary,6027,no,no,cellular,nov,1248,2,94,2,failure,engage
40,admin.,married,tertiary,764,yes,no,unknown,nov,85,1,-1,0,unknown,engage
52,management,married,tertiary,583,no,no,cellular,nov,209,1,91,2,failure,engage
55,technician,divorced,tertiary,0,no,no,cellular,nov,134,2,91,1,success,engage
71,retired,married,secondary,5715,no,no,cellular,nov,747,2,-1,0,unknown,engage
78,retired,married,tertiary,1204,no,no,telephone,nov,135,1,-1,0,unknown,engage
35,technician,married,secondary,4922,yes,no,cellular,nov,393,4,201,17,other,engage
52,technician,married,secondary,234,no,no,cellular,nov,255,1,-1,0,unknown,engage
31,management,single,tertiary,9421,no,no,cellular,nov,372,1,-1,0,unknown,engage
31,admin.,single,secondary,4198,no,no,cellular,nov,234,1,-1,0,unknown,engage
38,management,married,unknown,3576,no,no,cellular,nov,349,2,183,1,success,engage
28,student,single,secondary,1925,no,no,cellular,nov,487,1,97,2,failure,engage
72,retired,married,secondary,1129,no,no,cellular,nov,208,1,91,1,success,engage
29,admin.,single,secondary,265,yes,no,cellular,nov,414,1,184,1,failure,engage
46,housemaid,married,secondary,38,no,no,cellular,nov,541,1,-1,0,unknown,engage
53,technician,married,secondary,1982,yes,yes,cellular,nov,160,1,-1,0,unknown,engage
58,technician,married,secondary,3399,no,no,telephone,nov,1628,2,188,8,success,engage
22,student,single,tertiary,691,no,no,cellular,nov,260,5,103,1,success,engage
28,admin.,married,secondary,330,no,no,cellular,dec,357,1,188,3,other,engage
31,technician,married,secondary,318,no,no,cellular,dec,310,1,-1,0,unknown,engage
26,blue-collar,single,tertiary,644,no,no,cellular,dec,346,1,-1,0,unknown,engage
60,retired,divorced,tertiary,4,yes,no,cellular,dec,415,1,190,5,failure,engage
29,technician,single,secondary,1165,no,no,cellular,dec,244,2,184,1,success,engage
36,admin.,divorced,tertiary,4708,no,no,cellular,dec,284,1,171,1,failure,engage
68,retired,married,tertiary,2820,no,no,cellular,dec,154,1,97,2,failure,engage
48,management,married,tertiary,1147,no,no,cellular,dec,155,1,120,3,success,engage
53,unemployed,married,primary,980,yes,no,cellular,dec,352,1,-1,0,unknown,engage
39,technician,married,secondary,2983,no,no,cellular,dec,472,1,-1,0,unknown,engage
28,services,single,secondary,339,no,no,cellular,dec,350,1,182,1,success,engage
72,retired,married,unknown,1940,no,no,telephone,dec,705,2,-1,0,unknown,engage
29,management,single,tertiary,1445,no,no,cellular,dec,271,2,-1,0,unknown,engage
26,student,single,tertiary,294,no,no,cellular,dec,208,2,-1,0,unknown,engage
49,management,married,tertiary,5887,no,no,cellular,dec,439,3,185,5,success,engage
43,management,single,tertiary,11891,no,no,cellular,dec,821,5,242,1,success,engage
28,student,single,unknown,78,no,no,cellular,dec,232,3,310,2,failure,engage
44,admin.,single,secondary,733,yes,no,cellular,dec,360,2,105,5,success,engage
73,retired,divorced,primary,5028,no,no,cellular,dec,696,10,-1,0,unknown,engage
39,management,married,tertiary,481,no,no,cellular,dec,929,5,189,1,other,engage
29,student,single,secondary,314,no,no,cellular,dec,415,2,116,4,failure,engage
31,technician,married,secondary,684,yes,no,cellular,dec,620,3,-1,0,unknown,engage
30,student,single,secondary,1681,no,no,cellular,dec,329,2,-1,0,unknown,engage
50,admin.,married,secondary,10250,yes,no,cellular,dec,254,3,385,2,other,engage
42,management,married,tertiary,254,no,no,cellular,dec,288,7,183,4,success,engage
37,admin.,married,secondary,0,yes,no,cellular,dec,179,1,190,1,success,engage
49,technician,married,secondary,307,no,no,cellular,dec,854,1,-1,0,unknown,engage
59,unemployed,married,secondary,957,no,no,cellular,dec,479,2,-1,0,unknown,engage
80,retired,married,primary,155,no,no,telephone,dec,343,2,-1,0,unknown,engage
86,retired,single,secondary,614,no,no,telephone,dec,595,1,-1,0,unknown,engage
69,retired,married,unknown,426,no,no,telephone,dec,395,1,-1,0,unknown,engage
79,retired,married,secondary,8304,no,no,cellular,dec,456,2,275,9,success,engage
36,services,married,secondary,4721,no,no,cellular,dec,149,3,-1,0,unknown,engage
49,management,married,tertiary,395,no,no,cellular,dec,336,5,-1,0,unknown,engage
69,retired,married,secondary,3588,yes,no,cellular,dec,429,1,-1,0,unknown,engage
66,retired,married,unknown,2540,no,no,telephone,dec,441,2,156,1,other,engage
32,management,divorced,tertiary,883,yes,no,cellular,dec,798,1,185,5,other,engage
47,management,single,tertiary,4402,no,no,telephone,dec,805,1,190,1,other,engage
58,management,married,tertiary,256,no,no,cellular,dec,422,1,188,3,success,engage
64,retired,married,primary,43,no,no,cellular,dec,232,1,-1,0,unknown,engage
72,retired,married,primary,3856,no,no,cellular,dec,582,4,115,1,other,engage
79,retired,married,primary,3025,no,no,cellular,dec,166,3,126,3,other,engage
30,technician,married,secondary,2326,no,no,cellular,dec,420,1,175,2,failure,engage
36,management,married,tertiary,925,no,no,cellular,dec,321,3,189,4,success,engage
53,entrepreneur,married,tertiary,1961,no,no,cellular,dec,351,1,-1,0,unknown,engage
34,management,married,tertiary,2037,no,no,cellular,dec,324,2,-1,0,unknown,engage
29,student,single,secondary,459,no,no,cellular,dec,279,3,189,19,other,engage
29,management,single,tertiary,572,no,no,cellular,dec,314,1,195,1,success,engage
81,retired,divorced,secondary,452,no,no,telephone,dec,443,1,-1,0,unknown,engage
57,retired,married,secondary,5313,no,no,cellular,dec,283,2,196,1,success,engage
72,retired,married,secondary,1533,no,no,cellular,dec,546,2,-1,0,unknown,engage
34,services,married,secondary,1337,no,no,cellular,dec,330,2,127,3,success,engage
57,management,divorced,unknown,2986,no,no,cellular,dec,222,2,231,1,failure,engage
66,housemaid,married,primary,1230,no,no,cellular,dec,726,3,-1,0,unknown,engage
27,student,single,secondary,538,no,no,cellular,dec,170,4,197,2,success,engage
50,management,married,tertiary,5108,yes,no,cellular,dec,406,1,182,2,failure,engage
75,retired,divorced,secondary,1341,no,no,cellular,dec,415,7,-1,0,unknown,engage
50,services,married,secondary,320,no,no,telephone,dec,294,3,315,4,success,engage
32,admin.,single,secondary,131,yes,no,cellular,dec,322,1,189,1,success,engage
59,retired,married,primary,2074,no,no,cellular,dec,467,1,186,2,success,engage
68,retired,married,secondary,1443,no,no,telephone,dec,2062,2,257,1,success,engage
31,technician,married,tertiary,3338,yes,no,cellular,dec,264,2,-1,0,unknown,engage
64,self-employed,married,tertiary,661,no,no,cellular,dec,367,2,294,2,failure,engage
30,unemployed,divorced,secondary,7105,no,no,cellular,dec,321,2,-1,0,unknown,engage
60,admin.,married,secondary,3735,no,no,cellular,dec,190,1,188,9,success,engage
35,management,single,tertiary,538,no,no,cellular,dec,410,3,165,2,other,engage
72,retired,married,primary,4657,no,no,cellular,dec,305,3,309,5,success,engage
30,blue-collar,married,primary,5,no,no,cellular,dec,282,1,203,1,success,engage
52,unemployed,divorced,secondary,230,no,no,cellular,dec,422,2,-1,0,unknown,engage
33,management,married,tertiary,1808,no,no,cellular,dec,250,3,-1,0,unknown,engage
84,retired,married,secondary,81204,no,no,telephone,dec,679,1,313,2,other,engage
43,management,married,tertiary,3518,no,no,cellular,dec,206,2,196,2,success,engage
39,technician,single,tertiary,25,yes,no,cellular,dec,315,1,210,2,success,engage
25,technician,married,tertiary,2551,no,no,cellular,dec,400,3,-1,0,unknown,engage
38,admin.,married,secondary,11303,no,no,cellular,dec,473,2,216,2,failure,engage
44,management,married,unknown,2724,no,no,cellular,dec,893,1,-1,0,unknown,engage
20,student,single,unknown,755,no,no,cellular,dec,284,1,-1,0,unknown,engage
32,management,single,tertiary,718,yes,no,cellular,dec,155,1,197,1,success,engage
23,services,single,secondary,870,no,no,cellular,dec,296,1,176,4,success,engage
35,unemployed,married,secondary,978,no,no,cellular,dec,1370,3,209,3,success,engage
61,management,married,secondary,544,no,no,cellular,dec,63,3,200,9,success,engage
46,management,divorced,tertiary,461,no,no,cellular,dec,369,2,-1,0,unknown,engage
70,retired,married,primary,2795,no,no,cellular,jan,301,2,-1,0,unknown,engage
25,technician,single,secondary,139,no,yes,cellular,jan,202,1,91,1,success,engage
57,retired,married,secondary,1044,no,no,telephone,jan,585,1,192,2,success,engage
55,admin.,married,secondary,1633,no,no,cellular,jan,210,1,192,2,success,engage
33,management,married,tertiary,6513,yes,no,cellular,jan,170,1,343,1,other,engage
73,retired,married,primary,1388,no,no,telephone,jan,767,2,83,1,success,engage
34,unemployed,single,secondary,15,no,no,cellular,jan,377,1,-1,0,unknown,engage
31,technician,single,secondary,2544,no,no,cellular,jan,229,1,279,2,success,engage
25,blue-collar,single,secondary,2007,no,no,cellular,jan,265,2,-1,0,unknown,engage
30,technician,married,tertiary,2166,no,no,cellular,jan,316,2,-1,0,unknown,engage
28,self-employed,single,tertiary,4579,no,no,cellular,jan,409,2,-1,0,unknown,engage
21,student,single,secondary,2488,no,no,telephone,jan,661,2,92,1,success,engage
87,retired,married,primary,2190,no,no,telephone,jan,512,2,-1,0,unknown,engage
22,student,single,secondary,254,no,no,cellular,jan,143,2,-1,0,unknown,engage
28,self-employed,single,tertiary,1579,no,no,cellular,jan,163,1,91,3,failure,engage
31,unemployed,married,tertiary,330,no,no,cellular,jan,260,1,194,2,success,engage
60,retired,married,secondary,938,no,no,cellular,jan,380,3,-1,0,unknown,engage
41,technician,single,unknown,5372,yes,no,cellular,jan,248,3,-1,0,unknown,engage
24,student,single,secondary,3176,no,no,cellular,jan,108,2,-1,0,unknown,engage
54,management,divorced,tertiary,496,no,no,cellular,jan,452,3,-1,0,unknown,engage
35,technician,single,tertiary,0,no,no,cellular,jan,187,7,-1,0,unknown,engage
70,retired,divorced,primary,482,no,no,telephone,jan,372,1,196,2,success,engage
62,blue-collar,married,secondary,180,no,no,cellular,jan,183,1,90,4,other,engage
59,technician,married,primary,4198,no,no,cellular,jan,309,1,91,10,success,engage
48,unemployed,married,secondary,817,no,no,cellular,jan,517,1,282,4,success,engage
45,admin.,married,secondary,5021,no,no,cellular,jan,233,1,-1,0,unknown,engage
36,admin.,married,unknown,991,no,no,cellular,jan,589,2,-1,0,unknown,engage
33,services,single,secondary,133,no,no,cellular,jan,305,2,274,1,success,engage
32,admin.,married,secondary,366,no,no,cellular,jan,366,2,-1,0,unknown,engage
60,retired,divorced,tertiary,979,yes,no,cellular,jan,295,3,347,1,failure,engage
39,management,married,tertiary,2939,no,no,cellular,jan,348,2,-1,0,unknown,engage
37,admin.,single,secondary,4803,no,no,cellular,jan,396,2,-1,0,unknown,engage
85,retired,married,primary,1255,no,no,cellular,jan,233,3,-1,0,unknown,engage
